#### UTF-8 
#### 外国人名，中英对照的，大约有4万个
#### 共39687条
#### 来源维基百科(wikipedia), https://github.com/beifeng600

克利斯登·奈加特	Kristen Nygaard
胡尔夫冈·阿瑪迪斯·莫扎特	Wolfgang Amadeus Mozart
沃尔夫冈·阿馬德烏斯·莫扎特	Wolfgang Amadeus Mozart
沃夫冈·阿玛迪斯·莫札特	Wolfgang Amadeus Mozart
胡尔夫冈·阿玛迪斯·莫扎特	Wolfgang Amadeus Mozart
罗贝塔·文奇	Roberta Vinci
托马斯·梅迪纳	Tomás Medina
埃德·席费林	Ed Schieffelin
艾丝拉·費雪	Isla Fisher
保罗·恩里克·甘索	Paulo Henrique Ganso
保罗·恩里克	Paulo Henrique Ganso
保罗·恩里克·查加斯·德·利马	Paulo Henrique Ganso
保罗·恩里克·查加斯·德·利馬	Paulo Henrique Ganso
威廉·高伯拉瓦	William Gopallawa
塞弗·巴雷斯特羅斯	Seve Ballesteros
阿当·咸美爾	Adam Hammill
妮琪·米娜	Nicki Minaj
科里·舒马赫	Cori Schumacher
艾曼·扎瓦希里	Ayman al-Zawahiri
奥黛莉·比托尼	Audrey Bitoni
亚莉特克拉·布魯	Alektra Blue
玛莱斯·裘	Malese Jow
斯特凡·W·赫尔	Stefan Hell
斯特凡·赫尔	Stefan Hell
玛丽亚·迪杰兰多	Maria di Gerlando
杰伊·穆泽	Jay Meuser
罗杰·哈格里夫斯	Roger Hargreaves
安托尼奥·卡诺瓦	Antonio Canova
弗里德里希·卡尔·约翰尼斯·提艾利	Johannes Thiele (chemist)
约翰尼斯·提艾利	Johannes Thiele
卡尔·赫尔曼·约翰尼斯·提艾利	Johannes Thiele
积逊·史葛蘭特	Jason Scotland
基尔·諾頓	Kyle Naughton
积·保夫萊特	Jay Bothroyd
卢卡斯·祖基域斯	Lukas Jutkiewicz
积·洛迪古斯	Jay Rodriguez
亨利·蘭斯貝利	Henri Lansbury
基兰·卓比亞	Kieran Trippier
沙米·拿斯利	Samir Nasri
巴卡雷·沙格拿	Bacary Sagna
伊翁·提里亞克	Ion Țiriac
雅各布·托曼	Jacob Talmon
赛斯·葛雷恩·史密斯	Seth Grahame-Smith
爱维亚·瑟勒比	Evliya Çelebi
卡琳·洛菲德	Carine Roitfeld
大卫·歐文	David Owen
沃特·維蘭特	Wouter Weylandt
阿道夫·柏增	Adolph John Paschang
摩根·舒尼達連	Morgan Schneiderlin
拉塞尔·维斯布鲁克	Russell Westbrook
凯恩·勒夫(篮球运动员)	Kevin Love
亚瑟·叔本華	Arthur Schopenhauer
安华·依不拉欣	Anwar Ibrahim
雅洛斯拉夫·哈謝克	Jaroslav Hašek
雅罗斯拉夫·哈谢克	Jaroslav Hašek
Josh·Smith	Josh Smith
尼古拉斯·路德維格·辛森道夫	Nicolaus Zinzendorf
达斯汀·蘭斯·布雷克	Dustin Lance Black
达斯汀·兰斯·布莱克	Dustin Lance Black
达斯汀·蘭斯·布萊克	Dustin Lance Black
拉法埃莱·本丹迪	Raffaele Bendandi
四季·奈津子	Shiki Natsuko
亚美迪欧·莫迪里安尼	Amedeo Modigliani
约翰·德米揚魯克	John Demjanjuk
理查德·大卫·普雷希特	Richard David Precht
约翰·代姆扬尤克	John Demjanjuk
克里斯·海姆斯沃斯	Chris Hemsworth
理查德·坎蒂隆	Richard Cantillon
法兰索瓦·魁奈	François Quesnay
哈洛德·英尼斯	Harold Innis
黥基·德·贝马拉哈自然保护区	Tsingy de Bemaraha Strict Nature Reserve
麦可·唐納	Mychael Danna
约翰·弗雷德里克·威廉·阿道夫·冯·拜尔	Adolf von Baeyer
丹尼·葉夫曼	Danny Elfman
丹尼·艾夫曼	Danny Elfman
沃德·弗莱明	Pin Art
皮埃尔·拉鲁斯	Pierre Larousse
苏菲·惠斯-鍾斯(威塞克斯伯爵夫人)	Sophie, Countess of Wessex
卡尔·弗里德里希·冯·魏茨泽克	Carl Friedrich von Weizsäcker
弗朗西斯·布兰登女领主	Frances Grey, Duchess of Suffolk
凡·高博物馆	Van Gogh Museum
蜜雅·娃絲柯思卡	Mia Wasikowska
琳恩·切尼	Lynne Cheney
斯塔尼斯劳·加斯陶顿	Stanislao Gastaldon
亚历山大·威廉·威廉姆逊	Alexander William Williamson
阿兰·罗伯特	Alain Robert
M·J·锡顿	M. J. Seaton
诺伯特·麦克斯·萨缪尔森	Norbert M. Samuelson
玛丽亚·罗莎·莉达·德·马尔基尔	María Rosa Lida de Malkiel
雅科夫·马尔基尔	Yakov Malkiel
曼利·P·霍尔	Manly Palmer Hall
赫尔曼·波哈夫	Herman Boerhaave
雅各布·卡普坦	Jacobus Kapteyn
胡果·德·弗里斯	Hugo de Vries
简·亨德里克·奥尔特	Jan Oort
马尔基·靴文·拿祖斯·加西亚	Maikel Hermann
让卢普·西夫	Jeanloup Sieff
奥古斯都·德·摩根	Augustus De Morgan
德·摩根定律	De Morgan's laws
奥古斯塔斯·德摩尔根	Augustus De Morgan
雷蒙多·利达	Raimundo Lida
哈利·克拉克	Harry Clarke
克里斯蒂娜·拉加德	Christine Lagarde
贝克·麦坚时	Baker & McKenzie
查理·莫頓	 Charlie Morton (pitcher)
罗贝尔·巴丹戴尔	Robert Badinter
亨利·保儸	Henri Paul
彼得·瓦勒度	Peter Waldo
卡尔威廉·席勒	Carl Wilhelm Scheele
阿莎－罗丝·姆滕盖蒂·米吉罗	Asha-Rose Migiro
安德烈亚斯·貝克	Andreas Beck (tennis)
德米特里·加格	Dmitriy Gaag
莱昂·瓦蘭特	Léon Vaillant
莱昂·瓦兰特	Léon Vaillant
莱昂·路易·瓦蘭特	Léon Vaillant
尤金·鄭	Eugene H. Trinh
小亚瑟·史列辛格	Arthur M. Schlesinger, Jr.
柯克·韓瑞克	Kirk Hinrich
莱夫·賽格斯坦	Leif Segerstam
法朗西斯·伍德·诗默	Frances Shimer
亨利·诗默	Henry Shimer
弗朗西丝·夏默	Frances Shimer
约翰·伊斯拿	John Isner
安德里亚·德沃金	Andrea Dworkin
安德丽娅·德沃金	Andrea Dworkin
托马斯·林賽(學者)	Thomas Lindsay (academic)
托马斯·林賽(大主教)	Thomas Lindsay (bishop)
乔治·桑塔亚那	George Santayana
优素福·吉拉尼	Yousaf Raza Gillani
约翰·邓洛普	John Boyd Dunlop
凯文·安德森	Kevin Anderson (tennis)
爱德华·努南(建筑师)	Edward Noonan (architect)
爱德华·約瑟夫·努南	Edward Noonan (architect)
爱德华·J·努南	Edward Noonan (architect)
朱利安·申克	Juliane Schenk
比尔吉德·迈克斯	Birgit Michels
晓治·富特，卡拉登男爵	Hugh Foot, Baron Caradon
麦克·福克斯	Michael Fuchs (badminton)
英格·金德沃克	Ingo Kindervater
约翰尼斯·斯科特勒	Johannes Schöttler
克里斯汀娜·彼德森	Christinna Pedersen
卡米拉·吕特·尤尔	Kamilla Rytter Juhl
约翰·登祿普	John Boyd Dunlop
乔纳斯·拉斯姆森	Jonas Rasmussen
瓦西里·米列亚	Vasile Milea
安东尼·波頓	Anthony Bolton
莫迪默·艾德勒	Mortimer J. Adler
莫蒂默·傑爾姆·阿德勒	Mortimer J. Adler
莫蒂默·阿德勒	Mortimer J. Adler
拉吉夫·欧斯夫	Rajiv Ouseph
菲利蒙·楊	Philémon Yang
阿曼·凡·布倫	Armin van Buuren
保罗·弗胡芬	Paul Verhoeven
卡里斯·范·侯登	Carice van Houten
赫尔曼·波尔哈夫	Herman Boerhaave
罗伯·哈欽斯	Robert Maynard Hutchins
艾维士·巴吉集團	Avis Budget Group
瓦莱里亚·索罗金娜	Valeria Sorokina
尼娜·维斯洛娃	Nina Vislova
理查德·詹金斯	Richard Jenkins
保罗·博格巴	Paul Pogba
瓦尔特·莫德爾	Walter Model
利昂·莱德曼	Leon M. Lederman
希拉里·漢	Hilary Hahn
威廉·梅哲	Willem Meijer
理查·詹金斯	Richard Jenkins
帕特·弗莱	Pat Fry
约翰·李尔普罗斯	John Iliopoulos
安德鲁·麥卡琴	Andrew McCutchen
托马斯·雷伯恩	Thomas Laybourn
吉恩·约瑟夫·穆尼埃	Jean Joseph Mounier
让·约瑟夫·穆尼耶	Jean Joseph Mounier
荷西·卡利祖	José María Callejón
隆纳·雷根華盛頓國家機場	Ronald Reagan Washington National Airport
雅各布·福尔哈德	Jacob Volhard
雅各布·乌尔哈	Jacob Volhard
胡戈·埃德曼	Hugo Erdmann
卡尔·文森	Carl Vinson
丹尼尔·福尔兰德尔	Daniel Vorländer
玛蒂亚斯·鲍伊	Mathias Boe
卡斯腾·摩根森	Carsten Mogensen
约瑟·麥當勞	Joseph MacDonald (footballer)
尚·普騰·桑特萊伊	Jean Poton de Xaintrailles
卡米耶·德穆兰	Camille Desmoulins
乔瓦尼·法尔科内	Giovanni Falcone
威廉·威爾森	William Wilson (short story)
布莱恩·史柯斯基	Brian Sikorski
迪·布朗(棒球)	Dee Brown (baseball)
荷西·費南德茲	José Fernández (third baseman)
昆塔·哈吉	Kunta-haji
瓦尔特·佩里奇	Vladimir Perić Valter
谢恩·朗	Shane Long
京特·拉爾	Günther Rall
京特·馮·克魯格	Günther von Kluge
格奥尔格·馮·庫勒	Georg von Küchler
埃米尔·皮卡	Charles Émile Picard
弗朗索瓦·福雷	François Furet
纳尔西斯-阿希尔·德·萨尔万迪	Narcisse-Achille de Salvandy
菲力克斯·维克-达吉尔	Félix Vicq-d'Azyr
菲力克斯·维克－达吉尔	Félix Vicq-d'Azyr
赛义夫·阿拉伯·格达费	Saif al-Arab Gaddafi
赛义夫·阿拉伯·卡达菲	Saif al-Arab Gaddafi
居伊-让-巴普蒂斯特·塔尔日埃	Gui-Jean-Baptiste Target
沙尔-奥古斯丁·圣伯夫	Charles Augustin Sainte-Beuve
奥托·韋迪根	Otto Weddigen
约金·费舍尔·尼尔森	Joachim Fischer Nielsen
费舍尔·尼尔森	Joachim Fischer Nielsen
皮娅·泽巴迪娅·贝尔纳德特	Pia Zebadiah
辛迪·舍曼	Cindy Sherman
玛丽·蓋茨	Mary Maxwell Gates
弗兰兹·哈爾德	Franz Halder
雅各布·古尔德·舒尔曼	Jacob Gould Schurman
马丁·里斯	Martin Rees, Baron Rees of Ludlow
安德鲁·费边	Andrew Fabian
以赛亚·湯馬斯	Isiah Thomas
威廉·史坦雷	William Stanley, Jr.
亨利·特罗亚	Henri Troyat
克劳德·达让	Claude Dagens
勒内·雷蒙	René Rémond
让·黎施潘	Jean Richepin
皮埃尔-让·雷米	Pierre-Jean Rémy
嘉化·峇峇	Ghafar Baba
佩德罗·马丘卡	Pedro Machuca
查尔斯·弗朗西斯·芮希特	Charles Francis Richter
查理斯·法蘭西斯·黎克特	Charles Francis Richter
荷西·歐提茲	José Ortiz (second baseman)
斯蒂芬·埃洛普	Stephen Elop
马戈·哈什曼	Margo Harshman
珍妮弗·琼斯	Jennifer Jones
祖尔·麥當勞	Joseph MacDonald (footballer)
阿诺尔德·约瑟·汤因比	Arnold J. Toynbee
约瑟夫·匹勒	Josef Priller
约尔马·卡尔胡宁	Jorma Karhunen
古斯塔夫·羅德爾	Gustav Rödel
查维亚·靴南迪斯	Javier Hernández Balcázar
麦斯米利亚诺·洛迪古斯	Maxi Rodríguez
摩沙·迪比利	Moussa Dembélé
卢卡·莫迪歷	Luka Modrić
库特·維爾特	Kurt Welter
以色列·奈森·贺斯汀	Israel Nathan Herstein
晓·格蘭特	Hugh Grant
晓治·格蘭	Hugh Grant
安妮·萊柏維茲	Annie Leibovitz
斯蒂文·泰勒	Steven Tyler
查理-法兰斯瓦·杜比尼	Charles-François Daubigny
扬·維梅爾	Johannes Vermeer
佛烈·雅士提	Fred Astaire
阿斯特丽德·伯格斯·弗瑞斯贝	Àstrid Bergès-Frisbey
卡特琳娜·格兰厄姆	Katerina Graham
罗伯特·羅斯	Bobby Rose (baseball)
安德烈·柯特茲	André Kertész
雨果·卡布雷的发明	The Invention of Hugo Cabret
伊万杰琳·莉莉	Evangeline Lilly
阿萨姆-烏尔-哈克·奎雷西	Aisam-ul-Haq Qureshi
伊娃·门德斯	Eva Mendes
罗柏托·佩塔吉尼	Roberto Petagine
沃尔克·海因里希	Volker Heinrich
玛莎·丹德瑞其·克丝提斯	Martha Washington
威廉·配第	William Petty
伊丽莎白·斯萊登	Elisabeth Sladen
玛丽莎·米勒	Marisa Miller
法兰兹·貝肯鮑爾	Franz Beckenbauer
霍尔格·巴斯杜巴	Holger Badstuber
艾瑞克·波森	Eric Poisson
卡尔·魏特夫	Karl August Wittfogel
阿拉德·皮尔逊博物馆	Allard Pierson Museum
姬莉·哈泽尔	Keeley Hazell
安妮·法蘭克	Anne Frank
凯特·阿普顿	Kate Upton
罗茜·汉丁顿·惠特莉	Rosie Huntington-Whiteley
加里·库珀	Gary Cooper
金·克里斯特尔斯	Kim Clijsters
奥多阿多·贝卡利	Odoardo Beccari
埃利奥·莫迪利亚尼	Elio Modigliani
崔西·雪佛蘭	Tracy Chevalier
扬·维梅尔	Johannes Vermeer
小汉斯·荷尔拜因	Hans Holbein the Younger
约翰·法斯特爾夫	John Fastolf
科内利斯·恩赫布莱西茨	Cornelis Engebrechtsz.
哈利·穆里施	Harry Mulisch
西蒙·斯蒂文	Simon Stevin
杰西·卡麥可	Jesse Carmichael
西蒙·斯蒂芬	Simon Stevin
得米特里·梅德韦杰夫	Dmitry Medvedev
得米特里·阿纳托利耶维奇·梅德韦杰夫	Dmitry Medvedev
根纳季·安得烈耶维奇·久加诺夫	Gennady Zyuganov
弗拉基米尔·弗拉基米羅維奇·蒲亭	Vladimir Putin
斯里安·墨菲	Cillian Murphy
弗拉基米尔·伊利奇·列寧	Vladimir Lenin
奥多阿尔多·贝卡利	Odoardo Beccari
奥多阿多·貝卡利	Odoardo Beccari
米哈伊尔·谢尔盖耶维奇·戈尔巴切夫	Mikhail Gorbachev
查尔斯·芬尼	Charles Grandison Finney
维克多·米亥益洛维奇·格鲁式科夫	Victor Glushkov
占美·威爾斯	Jimmy Wales
伊利阿斯·马格努斯·弗里斯	Elias Magnus Fries
弗拉基米尔·弗拉基米罗维奇·普金	Vladimir Putin
波蒂亚·德·羅西	Portia de Rossi
莎拉·吉爾伯特	Sara Gilbert
珍·林奇	Jane Lynch
伊萝娜·史特拉	Ilona Staller
斯佳丽·約翰遜	Scarlett Johansson
塞缪尔·罗素宅邸	Samuel Wadsworth Russell House
伊萝娜·史脫樂	Ilona Staller
希尼波拉·古納拉特南	Henepola Gunaratana
塞尔盖·里奇科夫	Sergey Viktorovich Ryzhikov
阿尔图尔·博鲁什	Artur Boruc
休伯特·凡·爱克	Hubert van Eyck
迪里克·鲍茨	Dieric Bouts
罗吉尔·范·德尔·维登	Rogier van der Weyden
弗兰茨·哈尔斯	Frans Hals
彼埃·蒙德里安	Piet Mondrian
海里特·里特费尔德	Gerrit Rietveld
赞·范里貝克	Jan van Riebeeck
埃尔·利西斯基	El Lissitzky
彼得·克拉斯特	Peter Klashorst
布拉姆·凡·費爾德	Bram van Velde
塞缪尔·贝克特	Samuel Beckett
埃利亚斯·马格努斯·弗里斯	Elias Magnus Fries
扬·斯特恩	Jan Steen
西奥多·贝赛	Theodore Beza
泰奥多尔·德贝兹	Theodore Beza
约翰·卡波特	John Cabot
约翰·卡博特	John Cabot
朱德·特鲁姆普	Judd Trump
勒威·派修士	Lewi Pethrus
卡尔·李維士	Carl Lewis
皮埃尔·杜波依斯	Pierre Dubois
端古·加法尔·伊卜尼·阿卜杜勒·拉赫曼	Jaafar of Negeri Sembilan
端古·加法爾·伊卜尼·阿卜杜勒·拉赫曼	Jaafar of Negeri Sembilan
本杰明·克莱门斯·斯通	Benjamin Clemens Stone
贝尔塔·本茨	Bertha Benz
乌戈·桑切斯·马克斯	Hugo Sánchez
乌戈·冈克尔·吕埃尔	Hugo Gunckel Lüer
胡戈·洛里斯	Hugo Lloris
胡果·德弗里斯	Hugo de Vries
雨果·卡佩	Hugh Capet
雨果·「赫利」·瑞斯	Hugo "Hurley" Reyes
雨果·沃尔夫	Hugo Wolf
雨果·布萊克	Hugo Black
雨果·阿尔芬	Hugo Alfvén
雨果·埃德曼	Hugo Erdmann
阿尔弗雷德·馮·鐵必制	Alfred von Tirpitz
雨果·卡布里特的发明	The Invention of Hugo Cabret
亨利·凡·德·费尔德	Henry van de Velde
豪赫·費呂沃國家公園	Hoge Veluwe National Park
塞琳娜·凱爾	Catwoman
克里斯坦·贝尔	Kristen Bell
杜姆比亚·塞度	Seydou Doumbia
亨利·尼古拉斯·里德利	Henry Nicholas Ridley
米格尔·德伊卡薩	Miguel de Icaza
罗伯特·拉姆	Robert Love
兰迪·傑克遜(音乐家)	Randy Jackson (disambiguation)
兰迪·傑克森	Randy Jackson (disambiguation)
约翰·赫帕斯	John Herapath
丽娅·米歇爾	Lea Michele
里·米歇尔	Lea Michele
尼古拉·格拉西莫維奇·庫茲涅佐夫	Nikolay Gerasimovich Kuznetsov
尼古拉·庫茲涅佐夫	Nikolay Gerasimovich Kuznetsov
艾哈迈德·陶菲克	Ahmad Taufik
卡洛斯·格雷西	Carlos Gracie
鲍里斯·尼古拉耶維奇·波諾馬廖夫	Boris Ponomarev
茱莉安娜·瑪格里斯	Julianna Margulies
茱莉安娜·瑪格麗絲	Julianna Margulies
茱莉安娜·麥佳莉絲	Julianna Margulies
格奥尔基·弗廖罗夫	Georgy Flyorov
赛福鼎·艾則孜	Saifuddin Azizi
祖拿斯·薩利	Jonas Salley
汤姆·巴漢弗-瓊斯	Tom Baehr-Jones
佩贾·史托亞克維奇	Peja Stojaković
瑞克·卡萊爾	Rick Carlisle
戈登·拉姆齊	Gordon Ramsay
拉斐·拿度	Rafael Nadal
罗渣·費達拿	Roger Federer
伊万·柳比契奇	Ivan Ljubičić
德克兰·希爾	Declan Hill
戈登·拉姆齐	Gordon Ramsay
爱德华·勒康登	Edward Condon
欧内斯特·沃爾頓	Ernest Walton
尼古拉斯·格斯纳	Nicolas Gessner
哈伊姆·德吕克曼	Haim Drukman
斯潘塞·勒马钱特·穆尔	Spencer Le Marchant Moore
约翰内斯·伊莱亚斯·特斯曼	Johannes Elias Teijsmann
罗伯特·哈格	 Robert A. Haag
弗雷德里克·威廉·伯比奇	Frederick William Burbidge
印第安那·琼斯	Indiana Jones
吉安·卡罗·威克	Gian-Carlo Wick
马迪亚斯·佐真遜	Mathias Jørgensen
法兰西斯科·德·奧雷亞納	Francisco de Orellana
亨莉雅妲·玛利亚	Henrietta Maria of France
约翰内斯·戈特弗里德·哈利尔	Johannes Gottfried Hallier
休·洛	Hugh Low
路易·德·菲奈斯	Louis de Funès
汤玛斯·阿奎那	Thomas Aquinas
汤玛士·佩恩	Thomas Paine
纳吉布·阿卜杜勒·拉扎克	Najib Razak
纳吉·阿布杜·拉薩克	Najib Razak
德拉甘·可可托维奇	Dragan Kokotović
伊凡·亚尔科夫斯基	Ivan Yarkovsky
麦克·法斯賓達	Michael Fassbender
休·羅	Hugh Low
阿卜杜勒·拉扎克	Abdul Razak Hussein
阿布杜·拉薩克	Abdul Razak Hussein
丹尼尔·華斯	Daniel Wass
奥良塔·乌马拉	Ollanta Humala
奥利安塔·乌马拉	Ollanta Humala
约翰·亚伯拉罕	John Abraham (actor)
内森·罗布森	Nathan Robertson
克利福德·皮寇弗	Clifford A. Pickover
腓特烈·威廉(勃兰登堡)	Frederick William, Elector of Brandenburg
彼得·费查	Peter Fechter
罗拔图·路沙達	Roberto Losada
卡斯柏·羅連遜	Kasper Lorentzen
约瑟·本·潘得拉	Tiberius Iulius Abdes Pantera
罗伯特·坎特利	Robert Cantley
安茱莉亚·提奥多亚	Andrea (Bulgarian singer)
让-巴蒂斯特·路易·葛罗	Jean-Baptiste Louis Gros
拿破仑·比斯利	Napoleon Beazley
哈伊梅·帕切科	Jaime Pacheco
维吉妮雅·克里斯汀	Virginia Christian
大卫·E·凱利	David E. Kelley
强尼·蓋瑞特	Johnny Garrett
约瑟夫·普鲁斯特	Joseph Proust
斯科特·海恩	Scott Hain
谢尔盖·戈爾什科夫	Sergey Gorshkov
休·劳尔	Hugh Low
阿历山大·艾簡迪	Alex Tayo Akande
亚瑟·圣诞	Arthur Christmas
瓦尔特·克里司徒勒	Walter Christaller
耶奥格·萨尔斯	Georg Ossian Sars
耶奥格·奥西安·萨斯	Georg Ossian Sars
耶奥格·薩爾斯	Georg Ossian Sars
耶奥格·奧西安·薩爾斯	Georg Ossian Sars
耶奥格·奥西安·萨尔斯	Georg Ossian Sars
帕梅拉·伊比思	Atelier Rorona: The Alchemist of Arland
道尔顿·普雷讓	Dalton Prejean
伦纳德·阿德曼	Leonard Adleman
拉莉·安德森	Lale Andersen
彼得·C·香农	Peter C. Shannon
保·史雲遜	Bo Svensson
伊伦·约里奥-居里	Irène Joliot-Curie
尼可拉斯·庭伯根	Nikolaas Tinbergen
华西里·列昂惕夫	Wassily Leontief
伦纳德·蕭克萊	Leonard Shockley
约翰内斯·开普勒号自动运载飞船	Johannes Kepler ATV
穆罕默德-阿里·納傑菲	Mohammad-Ali Najafi
列万·伊薩耶維奇·米爾佐揚	Levon Mirzoyan
里克·桑托勒姆	Rick Santorum
马斯里·薩馬尼	Mosleh Zamani
鲍伯·皮斯	Bob Pease
安德烈·維拉斯-波亚斯	André Villas-Boas
弗雷德里克·齊盧巴	Frederick Chiluba
弗雷德里克·奇卢巴	Frederick Chiluba
尼基·辛寧	Niki Zimling
杰西·溫圖拉	Jesse Ventura
乔治·史丁尼	George Stinney
维克多·沙宣	Victor Sassoon
弗拉季斯拉夫·格里戈里耶維奇·阿爾金巴	Vladislav Ardzinba
弗拉季斯拉夫·阿爾金巴	Vladislav Ardzinba
谢尔盖·瓦西里耶維奇·巴加普什	Sergei Bagapsh
亚里山大·佐洛廷斯科維奇·安克瓦布	Alexander Ankvab
列昂尼德·伊里奇·布里茲涅夫	Leonid Brezhnev
潘特雷蒙·孔德拉季耶維奇·波諾馬連科	Panteleimon Ponomarenko
古斯塔沃·摩里納	Gustavo Molina
慕尼黑弗朗茨·约瑟夫·施特劳斯机场	Munich Airport
奥古斯特·让·巴蒂斯特·谢瓦利埃	Auguste Chevalier
安德烈·比利亚斯-博阿斯	André Villas-Boas
叶连娜·邦納	Yelena Bonner
叶连娜·邦纳	Yelena Bonner
摩顿·史高保	Morten Skoubo
阿利斯特·哈代	Alister Hardy
亚历山大·安布罗休	Alessandra Ambrosio
阿伦·哥麥克	Allan McLeod Cormack
艾朗·克盧格	Aaron Klug
麦克·沙杜爾沃夫	Mark Shuttleworth
克里斯·班納特	Christiaan Barnard
班戈拉·撒西比谒师所	Gurudwara Bangla Sahib
乔治·希尔	George Hill (basketball)
威廉·比格勒	William Bigler
安达斯·蘭特立	Anders Randrup
汉娜·阿庫希	Hannah Ocuish
拿骚-锡根的约翰·毛里茨	John Maurice, Prince of Nassau-Siegen
扬·费梅尔	Johannes Vermeer
扬·弗美尔油画列表	List of paintings by Johannes Vermeer
霍华德·沃洛维兹	Howard Wolowitz
苏桑·凱沙瓦茨	Sousan Keshavarz
约翰内斯·范登博世	Johannes van den Bosch
莎夏·葛雷	Sasha Grey
乌斯曼·阿旺	Usman Awang
马里奥·德拉基	Mario Draghi
艾曼纽·施里奇	Emmanuelle Chriqui
斯坦顿·弗里德曼	Stanton T. Friedman
安迪亚斯·比蘭特	Andreas Bjelland
妮基·法蘭齊	Nicci French
妮基·傑若德	Nicci French
西恩·法蘭齊	Nicci French
爱德华-亨利·艾薇爾	Édouard-Henri Avril
乔治·梅瑞狄斯	George Meredith
范·达克霍姆	Van Darkholme
凡·达克霍尔姆	Van Darkholme
